id,77ae5656e1b3992e8fbea4290e0b5b63,510e38e2ac64f3d36b3629eb9fcbb5f1,6d213e72169e53e08a512889e76f5a2b,076d60d6c268c2ef2320425f343234f7,1455f186d12ad849ef19e9496582e375,3103aaf2a3628d77f7a21308adf849a6,9acc4eb917299988d4d91c17db2d57aa,3a3a4c004552cd5c39a1d15896d158ea,57723724d44f911a548f4eccbcb22e70
id,รหัสเกษตร,รหัสแปลง,หมู่บ้าน,ลำดับแปลง,รายการแปลง,"ชนิดกาแฟ GI,Non-GI",รายละเอียดแปลง,มาตราฐานฟาร์ม,เจ้าหน้าที่ส่งเสริม
f271ebc68daf9886625130e739009451,1000001,1000001-แปลงโรบัสต้าทดลองโครงการ,แปลงทดลองโครงการ,1,"1000001-แปลงโรบัสต้าทดลองโครงการ แปลงทดลองโครงการ โรบัสต้า-แปลงทดลอง",โรบัสต้า-แปลงทดลอง,แปลงทดลองโครงการ,ไม่ใช่,โครงการพัฒนาดอยตุง
0d3446f06bf03899ea6b703adfb40068,1000001,1000001-แปลงจาวา,แปลงทดลองโครงการ,1,"1000001-แปลงจาวา แปลงทดลองโครงการ จาวา",จาวา,แปลงทดลองโครงการ,ไม่ใช่,โครงการพัฒนาดอยตุง
94848fa83fee5660f640b7af4339bb11,1000001,1000001-แปลงทิปปิก้า,แปลงทดลองโครงการ,1,"1000001-แปลงทิปปิก้า แปลงทดลองโครงการ ทิปปิก้า",ทิปปิก้า,แปลงทดลองโครงการ,ไม่ใช่,โครงการพัฒนาดอยตุง
4ecadd23b24fa6f5c71e9271e4ab73c1,1000001,1000001-แปลงกาโย่,แปลงทดลองโครงการ,1,"1000001-แปลงกาโย่ แปลงทดลองโครงการ กาโย่",กาโย่,แปลงทดลองโครงการ,ไม่ใช่,โครงการพัฒนาดอยตุง
c11f35115f7696b30475dd1b89980c97,1000001,710031,ช้างมูบโซน1,1,710031-ช้างมูบโซน1-แคททูร่าจี-CaturraG-แดง,แคททูร่าจี-CaturraG-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
fddb33e12a034f92ea42c5c3565c843d,1000001,710032,ช้างมูบโซน1,1,710032-ช้างมูบโซน1-แคททูร่าจี-CaturraG-เหลือง,แคททูร่าจี-CaturraG-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
c49ee65496af9ff9b5fd0be82fef1581,1000001,710041,ช้างมูบโซน1,1,710041-ช้างมูบโซน1-แคททูร่าพี-CaturraP-แดง,แคททูร่าพี-CaturraP-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
96d856ae33b04258a4b0084cf1469a84,1000001,710042,ช้างมูบโซน1,1,710042-ช้างมูบโซน1-แคททูร่าพี-CaturraP-เหลือง,แคททูร่าพี-CaturraP-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
171dd318d00e575f1033976ec35d6a03,1000001,710071,ช้างมูบโซน1,1,710071-ช้างมูบโซน1-โทพาซิโอ้-Topazio-แดง,โทพาซิโอ้-Topazio-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
7e5a247aacf5907526b3a722bc8eab7c,1000001,710072,ช้างมูบโซน1,1,710072-ช้างมูบโซน1-โทพาซิโอ้-Topazio-เหลือง,โทพาซิโอ้-Topazio-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
91b5a9d1e6c81ffeeaee9052e084d6c0,1000001,720031,ช้างมูบโซน2,1,720031-ช้างมูบโซน2-แคททูร่าจี-CaturraG-แดง,แคททูร่าจี-CaturraG-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
ff20da6f888bb6544fa66914c85995b6,1000001,720032,ช้างมูบโซน2,1,720032-ช้างมูบโซน2-แคททูร่าจี-CaturraG-เหลือง,แคททูร่าจี-CaturraG-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
90f6d811a71c5d093f58cf75228fa046,1000001,720041,ช้างมูบโซน2,1,720041-ช้างมูบโซน2-แคททูร่าพี-CaturraP-แดง,แคททูร่าพี-CaturraP-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
f627a408e451995e1662fd5385c5ca32,1000001,720042,ช้างมูบโซน2,1,720042-ช้างมูบโซน2-แคททูร่าพี-CaturraP-เหลือง,แคททูร่าพี-CaturraP-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
9253bf3024bbfc1e3bc86e6aeb77d084,1000001,720071,ช้างมูบโซน2,1,720071-ช้างมูบโซน2-โทพาซิโอ้-Topazio-แดง,โทพาซิโอ้-Topazio-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
2a181255f5a082303e96f4f9edaac9a8,1000001,720072,ช้างมูบโซน2,1,720072-ช้างมูบโซน2-โทพาซิโอ้-Topazio-เหลือง,โทพาซิโอ้-Topazio-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
f5f021fe92bcd62ce520151a8e7017c5,1000001,730031,ช้างมูบโซน3,1,730031-ช้างมูบโซน3-แคททูร่าจี-CaturraG-แดง,แคททูร่าจี-CaturraG-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
fe64394b898f81f39b4b820413dd55bc,1000001,730032,ช้างมูบโซน3,1,730032-ช้างมูบโซน3-แคททูร่าจี-CaturraG-เหลือง,แคททูร่าจี-CaturraG-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
6f452eeabf3e19a94666c787206d5706,1000001,730041,ช้างมูบโซน3,1,730041-ช้างมูบโซน3-แคททูร่าพี-CaturraP-แดง,แคททูร่าพี-CaturraP-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
ef45854bcef569a97d77fc6f1ddd3121,1000001,730042,ช้างมูบโซน3,1,730042-ช้างมูบโซน3-แคททูร่าพี-CaturraP-เหลือง,แคททูร่าพี-CaturraP-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
1ff4c12a054d5161cfaf5f1ca3e627d4,1000001,730071,ช้างมูบโซน3,1,730071-ช้างมูบโซน3-โทพาซิโอ้-Topazio-แดง,โทพาซิโอ้-Topazio-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
8f6b387e62e6429914a401c5bce38ae7,1000001,730072,ช้างมูบโซน3,1,730072-ช้างมูบโซน3-โทพาซิโอ้-Topazio-เหลือง,โทพาซิโอ้-Topazio-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
0388f15ea8c55fb4ac1cae65cb16ebdb,1000001,11B031,นวุติไซด์1/1B,1,11B031-นวุติไซด์1/1B-แคททูร่าจี-CaturraG-แดง,แคททูร่าจี-CaturraG-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
16ea4cc5b26fb05c222d7f56f006ec23,1000001,11B032,นวุติไซด์1/1B,1,11B032-นวุติไซด์1/1B-แคททูร่าจี-CaturraG-เหลือง,แคททูร่าจี-CaturraG-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
1f0d8785aeec7279bfe8279d341d8d57,1000001,11B041,นวุติไซด์1/1B,1,11B041-นวุติไซด์1/1B-แคททูร่าพี-CaturraP-แดง,แคททูร่าพี-CaturraP-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
73ed324542294e67cf3426fe12608800,1000001,11B042,นวุติไซด์1/1B,1,11B042-นวุติไซด์1/1B-แคททูร่าพี-CaturraP-เหลือง,แคททูร่าพี-CaturraP-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
7f27d57c8ede5c18f7a76bce4db369bf,1000001,11B071,นวุติไซด์1/1B,1,11B071-นวุติไซด์1/1B-โทพาซิโอ้-Topazio-แดง,โทพาซิโอ้-Topazio-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
f69f5ef9cd0f86d1ee4cae046b501cca,1000001,11B072,นวุติไซด์1/1B,1,11B072-นวุติไซด์1/1B-โทพาซิโอ้-Topazio-เหลือง,โทพาซิโอ้-Topazio-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
16fe55ed45fdfbd642b92f19429621d2,1000001,11B051,นวุติไซด์1/1B,1,11B051-นวุติไซด์1/1B-คัสติโล่-Castillo-แดง,คัสติโล่-Castillo-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
3000f98c4690fa3696d49f22ddbc107d,1000001,11B052,นวุติไซด์1/1B,1,11B052-นวุติไซด์1/1B-คัสติโล่-Castillo-เหลือง,คัสติโล่-Castillo-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
495d47ed5c5e9fc1d6b187c86c3b9751,1000001,11B021,นวุติไซด์1/1B,1,11B021-นวุติไซด์1/1B-คาติกวา-Catigua-แดง,คาติกวา-Catigua-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
d36c19aa89fe5d5e49cc5b00c2d25a49,1000001,11B022,นวุติไซด์1/1B,1,11B022-นวุติไซด์1/1B-คาติกวา-Catigua-เหลือง,คาติกวา-Catigua-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
f42ae50c3f3147cb91bac01f04815c27,1000001,11B061,นวุติไซด์1/1B,1,11B061-นวุติไซด์1/1B-พาไรโซ่-Paraiso-แดง,พาไรโซ่-Paraiso-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
5a2fdde63aad4d92f1b9e4190e61bfa2,1000001,11B062,นวุติไซด์1/1B,1,11B062-นวุติไซด์1/1B-พาไรโซ่-Paraiso-เหลือง,พาไรโซ่-Paraiso-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
1f141eb21a1210f79c20ce47e4c33503,1000001,11B011,นวุติไซด์1/1B,1,11B011-นวุติไซด์1/1B-อะคาว่า-Acaua-แดง,อะคาว่า-Acaua-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
a9beeedaeb1d753b3b9da8c97f8c1cb3,1000001,11B012,นวุติไซด์1/1B,1,11B012-นวุติไซด์1/1B-อะคาว่า-Acaua-เหลือง,อะคาว่า-Acaua-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
1cf8e595b4f56fd0e8760d5d8c03fcec,1000001,120031,นวุติไซด์1/2,1,120031-นวุติไซด์1/2-แคททูร่าจี-CaturraG-แดง,แคททูร่าจี-CaturraG-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
da09de36702803daf7e1cd63b3fc88de,1000001,120032,นวุติไซด์1/2,1,120032-นวุติไซด์1/2-แคททูร่าจี-CaturraG-เหลือง,แคททูร่าจี-CaturraG-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
ac2eb558f177e56ef6d36ce028f40338,1000001,120041,นวุติไซด์1/2,1,120041-นวุติไซด์1/2-แคททูร่าพี-CaturraP-แดง,แคททูร่าพี-CaturraP-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
65cb7256bda947b6eda52ce3de36c438,1000001,120042,นวุติไซด์1/2,1,120042-นวุติไซด์1/2-แคททูร่าพี-CaturraP-เหลือง,แคททูร่าพี-CaturraP-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
c6a20dec9232a92cfc764a1efceccd2d,1000001,120071,นวุติไซด์1/2,1,120071-นวุติไซด์1/2-โทพาซิโอ้-Topazio-แดง,โทพาซิโอ้-Topazio-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
c1f39cb1c1fb9a174abca77a9f876932,1000001,120072,นวุติไซด์1/2,1,120072-นวุติไซด์1/2-โทพาซิโอ้-Topazio-เหลือง,โทพาซิโอ้-Topazio-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
083b321917cd00a834bbfff8104ccd3c,1000001,120051,นวุติไซด์1/2,1,120051-นวุติไซด์1/2-คัสติโล่-Castillo-แดง,คัสติโล่-Castillo-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
072f906c5d54769ec93224b8723e1f91,1000001,120052,นวุติไซด์1/2,1,120052-นวุติไซด์1/2-คัสติโล่-Castillo-เหลือง,คัสติโล่-Castillo-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
06ccfe77ab7f5b71c433a1831aaa4196,1000001,120021,นวุติไซด์1/2,1,120021-นวุติไซด์1/2-คาติกวา-Catigua-แดง,คาติกวา-Catigua-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
d532be9febd0c4073340d74edafa04da,1000001,120022,นวุติไซด์1/2,1,120022-นวุติไซด์1/2-คาติกวา-Catigua-เหลือง,คาติกวา-Catigua-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
e403844381f646f79a7fd03636c6fb7e,1000001,120061,นวุติไซด์1/2,1,120061-นวุติไซด์1/2-พาไรโซ่-Paraiso-แดง,พาไรโซ่-Paraiso-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
92b5b06742bb5bbe4eaead3e07cafbda,1000001,120062,นวุติไซด์1/2,1,120062-นวุติไซด์1/2-พาไรโซ่-Paraiso-เหลือง,พาไรโซ่-Paraiso-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
c58dc16c4ba777e65a2385a304d8ecc9,1000001,120011,นวุติไซด์1/2,1,120011-นวุติไซด์1/2-อะคาว่า-Acaua-แดง,อะคาว่า-Acaua-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
28a979cd4cd77920a500c9ab2d137616,1000001,120012,นวุติไซด์1/2,1,120012-นวุติไซด์1/2-อะคาว่า-Acaua-เหลือง,อะคาว่า-Acaua-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
d16b9243b851a96b782d32a82780db3b,1000001,610031,นวุติไซด์6,1,610031-นวุติไซด์6-แคททูร่าจี-CaturraG-แดง,แคททูร่าจี-CaturraG-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
74302eb3ba0e64c777363c27fd2e1af5,1000001,610032,นวุติไซด์6,1,610032-นวุติไซด์6-แคททูร่าจี-CaturraG-เหลือง,แคททูร่าจี-CaturraG-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
0f3e59af4be7f42a92e7ba0656e7a9c0,1000001,610041,นวุติไซด์6,1,610041-นวุติไซด์6-แคททูร่าพี-CaturraP-แดง,แคททูร่าพี-CaturraP-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
cf8c7505c00b37734cfb5404fb574d2f,1000001,610042,นวุติไซด์6,1,610042-นวุติไซด์6-แคททูร่าพี-CaturraP-เหลือง,แคททูร่าพี-CaturraP-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
17dde02e83bafe6f06fa40ff6b63c0d7,1000001,610071,นวุติไซด์6,1,610071-นวุติไซด์6-โทพาซิโอ้-Topazio-แดง,โทพาซิโอ้-Topazio-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
5c0f038cde2ab0fc072cb1b9d0323a4a,1000001,610072,นวุติไซด์6,1,610072-นวุติไซด์6-โทพาซิโอ้-Topazio-เหลือง,โทพาซิโอ้-Topazio-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
e0ffe20cd072b84cdae2fde106ab9fd3,1000001,130041,นวุติไซด์1/3,1,130041-นวุติไซด์1/3-แคททูร่าพี-CaturraP-แดง,แคททูร่าพี-CaturraP-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
42e1c623d7b53b7b77aa1e86bde09072,1000001,130042,นวุติไซด์1/3,1,130042-นวุติไซด์1/3-แคททูร่าพี-CaturraP-เหลือง,แคททูร่าพี-CaturraP-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
bea584d31ee565fbac23ae0fd01467a3,1000001,130051,นวุติไซด์1/3,1,130051-นวุติไซด์1/3-คัสติโล่-Castillo-แดง,คัสติโล่-Castillo-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
eee317213865169767fb8abc91b9aeb3,1000001,130052,นวุติไซด์1/3,1,130052-นวุติไซด์1/3-คัสติโล่-Castillo-เหลือง,คัสติโล่-Castillo-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
e6a5b80a19c8bb947bbca00faf915def,1000001,130061,นวุติไซด์1/3,1,130061-นวุติไซด์1/3-พาไรโซ่-Paraiso-แดง,พาไรโซ่-Paraiso-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
9456b956c0c58ac90d4e78af88a8d1c4,1000001,130062,นวุติไซด์1/3,1,130062-นวุติไซด์1/3-พาไรโซ่-Paraiso-เหลือง,พาไรโซ่-Paraiso-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
49b90c5bee57992c028e5bfa854f8e21,1000001,130011,นวุติไซด์1/3,1,130011-นวุติไซด์1/3-อะคาว่า-Acaua-แดง,อะคาว่า-Acaua-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
75d152bf4bdf68a0fb947d5243d47270,1000001,130012,นวุติไซด์1/3,1,130012-นวุติไซด์1/3-อะคาว่า-Acaua-เหลือง,อะคาว่า-Acaua-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
e56ca31376074c68d59ee2687f50067d,1000001,810041,แม่มะ,1,810041-แม่มะ-แคททูร่าพี-CaturraP-แดง,แคททูร่าพี-CaturraP-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
2bb80b1405d06babbf8eca24ab86fd6b,1000001,810042,แม่มะ,1,810042-แม่มะ-แคททูร่าพี-CaturraP-เหลือง,แคททูร่าพี-CaturraP-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
2d05c29dd90bbd6e6b7696ce0122e812,1000001,810091,แม่มะ,1,810091-แม่มะ-เกช่า-Gesha-แดง,เกช่า-Gesha-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
c15401f4fd77b9a80e6685d3f8be68ac,1000001,810092,แม่มะ,1,810092-แม่มะ-เกช่า-Gesha-เหลือง,เกช่า-Gesha-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
98da3a1634b33dbb8edc807dd3d8d314,1000001,11A051,นวุติไซด์1/1A,1,11A051-นวุติไซด์1/1A-คัสติโล่-Castillo-แดง,คัสติโล่-Castillo-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
c561fc11fb94c2706155279f145c4228,1000001,11A052,นวุติไซด์1/1A,1,11A052-นวุติไซด์1/1A-คัสติโล่-Castillo-เหลือง,คัสติโล่-Castillo-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
55a4b76bc5f51b753ec98204b94ed4bb,1000001,11A021,นวุติไซด์1/1A,1,11A021-นวุติไซด์1/1A-คาติกวา-Catigua-แดง,คาติกวา-Catigua-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
bca66b9b6c38c35e8413b68729636c63,1000001,11A022,นวุติไซด์1/1A,1,11A022-นวุติไซด์1/1A-คาติกวา-Catigua-เหลือง,คาติกวา-Catigua-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
8e5e1217f18fe6e7e9c07accc25d2647,1000001,11A061,นวุติไซด์1/1A,1,11A061-นวุติไซด์1/1A-พาไรโซ่-Paraiso-แดง,พาไรโซ่-Paraiso-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
afd158f96829915da3c64bf862ca04aa,1000001,11A062,นวุติไซด์1/1A,1,11A062-นวุติไซด์1/1A-พาไรโซ่-Paraiso-เหลือง,พาไรโซ่-Paraiso-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
67d324a0bb39275c69e99fab6ef351e9,1000001,11A011,นวุติไซด์1/1A,1,11A011-นวุติไซด์1/1A-อะคาว่า-Acaua-แดง,อะคาว่า-Acaua-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
12971f58ed24fea2877f47ada1124559,1000001,11A012,นวุติไซด์1/1A,1,11A012-นวุติไซด์1/1A-อะคาว่า-Acaua-เหลือง,อะคาว่า-Acaua-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
4d94291d752a50dcc2ea9adfa196b655,1000001,310081,นวุติไซด์3,1,310081-นวุติไซด์3-ทิปปิก้า-Typica-แดง,ทิปปิก้า-Typica-แดง,แปลงทดลองโครงการ,ไม่ใช่,106983
f9dbb85f8b8a82d4f74fca419dd34dea,1000001,310082,นวุติไซด์3,1,310082-นวุติไซด์3-ทิปปิก้า-Typica-เหลือง,ทิปปิก้า-Typica-เหลือง,แปลงทดลองโครงการ,ไม่ใช่,106983
928f41903018bb7b5a99ea2e8527e67b,1020031,1020031-P00001-ป่าคา,ป่าคา,1,"1020031-P00001-ป่าคา-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 800",ไม่ใช่,ไม่ระบุ
ef05965fc3abc885784ec0337fc9fc2f,1020031,1020031-P00002-ป่าคา,ป่าคา,1,"1020031-P00002-ป่าคา-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 700",ไม่ใช่,ไม่ระบุ
686f5e6a29864fdeb6fa21abbbbe46e0,1020805,1020805-P00003-อาข่าป่ากล้วย,อาข่าป่ากล้วย,1,"1020805-P00003-อาข่าป่ากล้วย-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: ไม่ระบุ",ไม่ใช่,ไม่ระบุ
400ff9e2fc2332aad87803b55a376394,1030003,1030003-P00004-ป่าคา,ป่าคา,1,"1030003-P00004-ป่าคา-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 2400",ไม่ใช่,ไม่ระบุ
03152d5aab1adeff9725cd4b17f1d6ba,1030003,1030003-P00005-ป่าคา,ป่าคา,1,"1030003-P00005-ป่าคา-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 300",ไม่ใช่,ไม่ระบุ
08bf641b34fd99410037f2f59308d117,1030006,1030006-P00006-ป่าคา,ป่าคา,1,"1030006-P00006-ป่าคา-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 900",ไม่ใช่,ไม่ระบุ
8184234bcc2e01065b95566df4ca519d,1030006,1030006-P00007-ป่าคา,ป่าคา,1,"1030006-P00007-ป่าคา-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 900",ไม่ใช่,ไม่ระบุ
99f6032f32618bc5e52113dbc4549560,1030009,1030009-P00008-ป่าคา,ป่าคา,1,"1030009-P00008-ป่าคา-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 300",ไม่ใช่,ไม่ระบุ
b61e02709ad6698a21e5990cd1d535fb,1030009,1030009-P00009-ป่าคา,ป่าคา,1,"1030009-P00009-ป่าคา-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 2400",ไม่ใช่,ไม่ระบุ
6504b9502a1ce35c3ed280ccf8b12dd1,1030009,1030009-P00010-ป่าคา,ป่าคา,1,"1030009-P00010-ป่าคา-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 1000",ไม่ใช่,ไม่ระบุ
64b05790c4c767dfd3e3281f89a3e406,1030012,1030012-P00011-ป่าคา,ป่าคา,1,"1030012-P00011-ป่าคา-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 1000",ไม่ใช่,ไม่ระบุ
1ffb7bd9926ebfd9cba13e098611e35b,1030018,1030018-P00012-ป่าคา,ป่าคา,1,"1030018-P00012-ป่าคา-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 400",ไม่ใช่,ไม่ระบุ
2a9cbe5ed3ab0e36f9b366390663070d,1030018,1030018-P00013-ป่าคา,ป่าคา,1,"1030018-P00013-ป่าคา-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 900",ไม่ใช่,ไม่ระบุ
fd5fc9a4cd824e8c9ca4c45d94552c5e,1030018,1030018-P00014-ป่าคา,ป่าคา,1,"1030018-P00014-ป่าคา-อาราบิก้า GI","อาราบิก้า GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 800",ไม่ใช่,ไม่ระบุ
8f60935d01d8dab1288cfa3195c90c48,1030018,1030018-P00015-ป่าคา,ป่าคา,1,"1030018-P00015-ป่าคา-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 200",ไม่ใช่,ไม่ระบุ
7d1e9fb5b0d54a2792bb0ace1aa3321a,1030018,1030018-P00016-ป่าคา,ป่าคา,1,"1030018-P00016-ป่าคา-อาราบิก้า Non-GI","อาราบิก้า Non-GI","ประเภทแปลง: ไม่ระบุ , ชนิดกาแฟ GI/Non-GI: อาราบิก้า Non-GI , พื้นที่แปลง: ไร่: ไม่ระบุ , งาน: ไม่ระบุ , ตารางวา: ไม่ระบุ , จำนวนต้นกาแฟ: 800",ไม่ใช่,ไม่ระบุ
